"problem","model","data_file"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta51_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta51_4a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta33_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta33_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta68_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta68_4a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta60_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta60_5a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta69_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta69_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta78_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta78_8a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta77_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta77_5a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta80_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta80_9a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta59_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta59_5a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta47_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta47_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta50_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta50_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta73_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta73_5a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta64_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta64_5a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta74_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta74_10a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta54_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta54_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta79_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta79_6a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta43_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta43_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta74_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta74_5a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta75_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta75_10a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta63_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta63_5a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta38_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta38_2a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta53_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta53_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta44_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta44_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta67_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta67_5a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta70_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta70_5a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta40_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta40_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta57_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta57_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta72_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta72_7a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta48_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta48_2a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta56_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta56_4a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta72_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta72_10a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta34_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta34_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta80_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta80_5a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta77_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta77_9a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta52_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta52_4a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta76_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta76_7a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta73_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta73_9a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta46_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta46_2a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta58_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta58_4a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta61_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta61_4a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta79_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta79_9a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta80_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta80_6a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta78_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta78_7a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta42_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta42_2a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta78_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta78_10a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta65_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta65_4a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta75_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta75_8a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta64_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta64_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta36_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta36_2a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta77_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta77_10a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta54_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta54_5a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta32_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta32_2a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta69_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta69_5a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta60_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta60_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta71_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta71_8a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta74_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta74_6a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta59_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta59_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta80_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta80_10a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta35_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta35_2a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta70_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta70_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta67_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta67_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta76_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta76_8a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta79_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta79_5a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta57_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta57_5a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta73_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta73_6a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta49_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta49_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta72_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta72_8a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta63_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta63_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta31_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta31_2a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta76_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta76_10a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta77_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta77_6a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta53_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta53_5a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta79_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta79_10a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta45_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta45_2a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta62_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta62_4a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta39_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta39_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta41_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta41_2a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta66_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta66_4a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta71_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta71_10a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta76_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta76_6a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta52_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta52_5a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta62_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta62_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta73_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta73_8a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta56_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta56_5a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta72_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta72_6a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta48_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta48_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta77_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta77_8a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta66_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta66_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta78_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta78_5a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta34_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta34_2a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta70_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta70_4a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta67_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta67_4a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta40_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta40_2a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta38_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta38_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta63_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta63_4a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta44_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta44_2a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta64_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta64_4a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta79_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta79_7a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta43_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta43_2a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta80_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta80_8a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta78_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta78_9a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta60_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta60_4a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta50_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta50_2a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta47_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta47_2a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta59_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta59_4a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta58_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta58_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta51_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta51_5a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta75_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta75_6a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta61_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta61_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta68_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta68_5a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta33_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta33_2a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta71_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta71_6a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta55_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta55_5a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta37_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta37_2a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta65_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta65_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta74_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta74_8a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta56_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta56_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta41_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta41_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta71_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta71_5a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta66_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta66_5a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta45_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta45_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta52_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta52_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta39_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta39_2a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta62_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta62_5a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta75_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta75_5a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta31_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta31_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta72_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta72_9a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta53_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta53_4a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta77_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta77_7a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta76_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta76_9a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta35_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta35_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta73_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta73_7a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta49_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta49_2a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta57_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta57_4a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta71_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta71_9a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta69_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta69_4a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta32_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta32_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta74_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta74_7a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta36_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta36_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta75_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta75_9a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta54_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta54_4a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta78_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta78_6a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta42_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta42_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta80_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta80_7a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta55_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta55_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta65_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta65_5a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta72_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta72_5a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta51_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta51_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta58_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta58_5a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta46_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta46_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta79_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta79_8a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta68_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta68_3a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta76_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta76_5a_alloc1_MinDis.dzn"
"jobshop","jobshop/jobshop_gini.mzn","jobshop/dzn/ta61_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta61_5a_alloc1_MinDis.dzn"
